#,BRAND,PRODUCT NAME,CATEGORY,RETAIL PRICE (ZAR),SA MARKET PRICE (ZAR),SOURCE PRICE (USD),MAX LANDED COST (ZAR),MARGIN TIER,TARGET GM%,PRICING NOTE,SOURCE URL,DESCRIPTION,INGREDIENTS
985,Dr. G,Dr.G Black Snail Retinol Ampoule (50ml),Ampoule,R1487.87,—,$36.00,R520.75,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-g-black-snail-retinol-ampoule-50ml,The Skin Boutique Curates: Dr.G Black Snail Retinol Ampoule (50ml) Snail Retinol shaves 6 years off your skin age. Authentically sourced and independently curated by The Skin Boutique — your trusted d,"Water, Glycerin (Check packaging for full details)"
986,JOOCYEE,JOOCYEE 12 Shades Eyeshadow Palette (14g),Eye Shadow,R1198.56,—,$29.00,R419.50,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/joocyee-12-shades-eyeshadow-palette-14g,The Skin Boutique Curates: JOOCYEE 12 Shades Eyeshadow Palette (14g) Experience the best of K-Beauty with JOOCYEE 12 Shades Eyeshadow Palette (14g) by JOOCYEE — a premium formula crafted to transform ,"Water, Glycerin (Full ingredients list under review)"
987,Romand,rom&nd Better Than Palette (8g),Eye Shadow,R950.58,—,$23.00,R332.70,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/rom-nd-better-than-palette-8g-1,"The Skin Boutique Curates: rom&nd Better Than Palette (8g) A versatile eyeshadow palette featuring 10 beautiful, long-lasting shades suitable for any occasion. Authentically sourced and independently ","Water, Glycerin (Check packaging for full details)"
988,Dasique,Dasique Shadow Palette (7g),Eye Shadow,R1198.56,—,$29.00,R419.50,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dasique-shadow-palette-7g,The Skin Boutique Curates: Dasique Shadow Palette (7g) An ultra smooth eyeshadow the ensures easy blending and flawless application to the skin Authentically sourced and independently curated by The S,"Water, Glycerin (Check packaging for full details)"
989,JUDYDOLL,JUDYDOLL Mascara Remover (5ml),Mascara Remover,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/judydoll-mascara-remover-5ml,The Skin Boutique Curates: JUDYDOLL Mascara Remover (5ml) JUDYDOLL Mascara Remover has been researched and developed to provide perfect makeup removal without harming the sensitive eye area. The produ,"Water, Glycerin (Check packaging for full details)"
990,FarmStay,FarmStay Essential Foot Mask (1 pair),Foot Mask,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/farmstay-essential-foot-mask-1-pair,The Skin Boutique Curates: FarmStay Essential Foot Mask (1 pair) Experience the best of K-Beauty with FarmStay Essential Foot Mask (1 pair) by FarmStay — a premium formula crafted to transform your sk,"Water, Glycerin (Full ingredients list under review)"
991,FarmStay,FarmStay Essential Foot Peeling Mask (1 pair),Foot Mask,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/farmstay-essential-foot-peeling-mask-1-pair,The Skin Boutique Curates: FarmStay Essential Foot Peeling Mask (1 pair) Experience the best of K-Beauty with FarmStay Essential Foot Peeling Mask (1 pair) by FarmStay — a premium formula crafted to t,"Water, Glycerin (Full ingredients list under review)"
992,ILSO,ILSO 1/3 Saving Cotton Pad (40 Sheets),Facial Cotton,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/ilso-1-3-saving-cotton-pad-40-sheets,The Skin Boutique Curates: ILSO 1/3 Saving Cotton Pad (40 Sheets) A soft cotton pad that reduces the amount of toner required. Authentically sourced and independently curated by The Skin Boutique — yo,"Water, Glycerin (Check packaging for full details)"
993,ITO,ITO Facial Towel (60 sheets),Facial Cotton,R247.98,—,$6.00,R86.79,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/ito-facial-towel-60-sheets-1,"The Skin Boutique Curates: ITO Facial Towel (60 sheets) ITO Facial Towel (60Pcs) is a 100% cotton non-woven Japanese face towel. Soft like baby skin and highly absorbent, they significantly reduce ene","Water, Glycerin (Check packaging for full details)"
994,MIZON,MIZON Hyaluronic Acid Eye Gel Patch (30 Pairs),Eye Patch,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/mizon-hyaluronic-acid-eye-gel-patch-30-pairs,The Skin Boutique Curates: MIZON Hyaluronic Acid Eye Gel Patch (30 Pairs) A water-soluble gel-type eye patch with a concentration of high-quality ingredients Authentically sourced and independently cu,"Water(Aqua), Glycerin, Chondrus Crispus (Carrageenan) Extract, Ceratonia Siliqua Gum, Cellulose Gum, Hydroxyacetophenone, 1,2-Hexanediol, Sucrose, Potassium Chloride, Allantoin, Xanthan Gum, Ethylhexy"
995,MIZON,MIZON Snail Repair Intensive Gold Eye Gel Patch (30 Pairs),Eye Patch,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/mizon-snail-repair-intensive-gold-eye-gel-patch-30-pairs,The Skin Boutique Curates: MIZON Snail Repair Intensive Gold Eye Gel Patch (30 Pairs) A regenerating eye patch that intensely tightens the skin Authentically sourced and independently curated by The S,"Water, Glycerin, Calcium Chloride, Ceratonia Siliqua (Carob) Gum, Xanthan Gum, Niacinamide, Dipropylene Glycol, Methylpropanediol, Snail Secretion Filtrate, 1,2-Hexanediol, Pentylene Glycol, Citrus Gr"
996,Dr. G,Dr.G R.E.D Blemish Clear Soothing Emulsion (120ml),Emulsion,R1157.23,—,$28.00,R405.03,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-g-r-e-d-blemish-clear-soothing-emulsion-120ml,The Skin Boutique Curates: Dr.G R.E.D Blemish Clear Soothing Emulsion (120ml) This skincare product is an emulsion that provides deep hydration to the skin with three layers of Hyaluronic Acid. Authen,"Water, Glycerin, Propanediol, Caprylic/Capric Triglyceride, Squalane, C14-22 Alcohols, 1,2-Hexanediol, Vinyl Dimethicone, Pentylene Glycol, Polyglyceryl-3 Distearate, C12-20 Alkyl Glucoside, Panthenol"
997,Hada Labo,Hada-Labo Gokujyun Premium Hydrating Emulsion (140ml),Emulsion,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/hada-labo-gokujyun-premium-hydrating-emulsion-140ml,The Skin Boutique Curates: Hada-Labo Gokujyun Premium Hydrating Emulsion (140ml) A rich and deeply hydrating emulsion to boost skin barrier and moisture. Authentically sourced and independently curate,"Water, Glycerin (Check packaging for full details)"
998,PUREDERM,PUREDERM Instant Softening Heel Mask (1 pair),Feet Mask,R123.99,—,$3.00,R43.40,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purederm-instant-softening-heel-mask-1-pair,"The Skin Boutique Curates: PUREDERM Instant Softening Heel Mask (1 pair) A pair of foot masks that instantly hydrates and adds softness to dry, cracked, calloused heels. Authentically sourced and inde","Water, Glycerin (Check packaging for full details)"
999,Cow Brand,COW BRAND Soaps (2 pcs),Bar Soap,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/cow-brand-soaps-2-pcs,The Skin Boutique Curates: COW BRAND Soaps (2 pcs) A foaming body soap containing vegetable amino acid-based cleansing ingredients Authentically sourced and independently curated by The Skin Boutique ,"Water, Glycerin (Check packaging for full details)"
1000,PUREDERM,PUREDERM Exfoliating Foot Mask (1 pair),Feet Mask,R165.32,—,$4.00,R57.86,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purederm-exfoliating-foot-mask-1-pair,The Skin Boutique Curates: PUREDERM Exfoliating Foot Mask (1 pair) A pair of foot masks that perfectly peel away calluses and dead skin cells over just two weeks. Authentically sourced and independent,"Water, Glycerin (Check packaging for full details)"
1001,PUREDERM,PUREDERM P/D Heating Moisture Foot Mask (1 pair),Feet Mask,R123.99,—,$3.00,R43.40,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purederm-p-d-heating-moisture-foot-mask-1-pair,The Skin Boutique Curates: PUREDERM P/D Heating Moisture Foot Mask (1 pair) A unique heating and moisturizing foot mask that offers a luxurious spa experience. Authentically sourced and independently ,"Water, Glycerin (Check packaging for full details)"
1002,PUREDERM,PUREDERM Botanical Choice Intensive Healing Foot Mask (1 pair),Feet Mask,R123.99,—,$3.00,R43.40,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purederm-botanical-choice-intensive-healing-foot-mask-1-pair,The Skin Boutique Curates: PUREDERM Botanical Choice Intensive Healing Foot Mask (1 pair) A pair of foot masks formulated with natural healing ingredients that perfectly peels away calluses and dead s,"Water, Glycerin (Check packaging for full details)"
1003,DAISO,DAISO Foot Care Mask (1 Pair),Feet Mask,R165.32,—,$4.00,R57.86,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/daiso-foot-care-mask-1-pair,The Skin Boutique Curates: DAISO Foot Care Mask (1 Pair) A pair of foot masks that provides concentrated moisturizing care. Authentically sourced and independently curated by The Skin Boutique — your ,"Water, Glycerin (Check packaging for full details)"
1004,OFF & RELAX,OFF & RELAX Aromatic Hair Oil (50ml),Hair Oil,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/off-relax-aromatic-hair-oil-50ml,The Skin Boutique Curates: OFF & RELAX Aromatic Hair Oil (50ml) A light silicone-free hair oil that protects damaged hair and prevents breakage Authentically sourced and independently curated by The S,"Isododecane, Cetyl Ethylhexanoate, PPG-34, Meadowfoam Seed Oil, Squalane, Plukenetia Volubilis Seed Oil, Argania Spinosa Kernel Oil, Ylang Ylang Flower Oil, Grapefruit Peel Oil, Coriander Fruit Oil, O"
1005,Unove,UNOVE Silk Oil Essence (70ml),Hair Oil,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/unove-silk-oil-essence-70ml,"The Skin Boutique Curates: UNOVE Silk Oil Essence (70ml) An oil essence that highlights the five ""golden"" essential oils to care for the hair Authentically sourced and independently curated by The Ski","Water, Glycerin (Check packaging for full details)"
1006,Oshima Tsubaki,Oshima Tsubaki Pure Camellia Oil (60ml),Hair Oil,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/oshima-tsubaki-pure-camellia-oil-60ml,The Skin Boutique Curates: Oshima Tsubaki Pure Camellia Oil (60ml) Oshima Tsubaki is a pure and natural oil extracted by cold-pressing the seeds of the Camellia Japonica flower (called Tsubaki in Japa,100% Camellia Oil.
1007,Hada Labo,Hada Labo Gokujyun Premium Perfect Gel (100g),Gel,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/hada-labo-gokujyun-premium-perfect-gel-100g,The Skin Boutique Curates: Hada Labo Gokujyun Premium Perfect Gel (100g) Thick but easily spreadable 5-in-1 gel cream Authentically sourced and independently curated by The Skin Boutique — your truste,"Water, Glycerin (Check packaging for full details)"
1008,ILSO,ILSO Natural Mild Cleansing Oil (200ml),Oil Cleanser,R1529.20,—,$37.00,R535.22,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/ilso-natural-mild-cleansing-oil-200ml,The Skin Boutique Curates: ILSO Natural Mild Cleansing Oil (200ml) A gentle yet effective and moisturizing cleansing oil. Authentically sourced and independently curated by The Skin Boutique — your tr,"Water, Glycerin (Check packaging for full details)"
1009,TIRTIR,TIRTIR Mask Fit AI Filter Cushion (18g),Cushion Foundation,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/tirtir-mask-fit-ai-filter-cushion-18g,The Skin Boutique Curates: TIRTIR Mask Fit AI Filter Cushion (18g) Experience the best of K-Beauty with TIRTIR Mask Fit AI Filter Cushion (18g) by TIRTIR — a premium formula crafted to transform your ,"Water, Glycerin (Full ingredients list under review)"
1010,TIRTIR,TIRTIR Mask Fit All-Cover Cushion (18g),Cushion Foundation,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/tirtir-mask-fit-all-cover-cushion-18g,The Skin Boutique Curates: TIRTIR Mask Fit All-Cover Cushion (18g) Experience the best of K-Beauty with TIRTIR Mask Fit All-Cover Cushion (18g) by TIRTIR — a premium formula crafted to transform your ,"Water, Glycerin (Full ingredients list under review)"
1011,TIRTIR,TIRTIR Mask Fit Aura Cushion (18g),Cushion Foundation,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/tirtir-mask-fit-aura-cushion-18g,The Skin Boutique Curates: TIRTIR Mask Fit Aura Cushion (18g) Experience the best of K-Beauty with TIRTIR Mask Fit Aura Cushion (18g) by TIRTIR — a premium formula crafted to transform your skincare r,"Water, Glycerin (Full ingredients list under review)"
1012,Medicube,Medicube PDRN Pink Collagen Glow Jelly Mist Serum (100ml),Facial Mist,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-pdrn-pink-collagen-glow-jelly-mist-serum-100ml,The Skin Boutique Curates: Medicube PDRN Pink Collagen Glow Jelly Mist Serum (100ml) Dual-layered glowing collagen serum mist. Authentically sourced and independently curated by The Skin Boutique — yo,"Collagen Water (80.9%), Isopropyl Myristate, Glycerin, Niacinamide, 1,2-Hexanediol, Water, Sodium Chloride, Limnanthes Alba (Meadowfoam) Seed Oil, Butylene Glycol, Hydroxyacetophenone, Propanediol, Ge"
1013,d'Alba,d'Alba White Truffle Vital Spray Serum (100ml),Facial Mist,R1157.23,—,$28.00,R405.03,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dalba-white-truffle-vital-spray-serum-100ml,The Skin Boutique Curates: d'Alba White Truffle Vital Spray Serum (100ml) A luxurious white truffle and Vitamin E mist to calm and hydrate Authentically sourced and independently curated by The Skin B,"Water, Isododecane, DPG, 1,2-Hexanediol, BG, Tuber Magnatum Extract, Glycereth-26, Hydroxyethyl Urea, Polypropylsilsesquioxane, Lithospermum Root Extract, Macadamia Seed Oil, Pomegranate Fruit Extract"
1014,PUREDERM,PUREDERM Black Food MG: Gel Eye Zone Mask (1 pair),Eye Masks,R123.99,—,$3.00,R43.40,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purederm-black-food-mg-gel-eye-zone-mask-1-pair,The Skin Boutique Curates: PUREDERM Black Food MG: Gel Eye Zone Mask (1 pair) A moisturizing and detoxifying mask for the delicate skin around the eyes. Authentically sourced and independently curated,"Water, Glycerin (Check packaging for full details)"
1015,PUREDERM,PUREDERM Vegan Under Eye Collagen Mask (15 pairs),Eye Masks,R123.99,—,$3.00,R43.40,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purederm-vegan-under-eye-collagen-mask-15-pairs,The Skin Boutique Curates: PUREDERM Vegan Under Eye Collagen Mask (15 pairs) A nourishing and moisturizing under-eye mask with a vegan formula. Authentically sourced and independently curated by The S,"Water, Glycerin (Check packaging for full details)"
1016,PUREDERM,PUREDERM Vitamin Brightening Under Eye Mask (15 Pairs),Eye Masks,R123.99,—,$3.00,R43.40,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purederm-vitamin-brightening-under-eye-mask-15-pairs,The Skin Boutique Curates: PUREDERM Vitamin Brightening Under Eye Mask (15 Pairs) A brightening and revitalizing mask for the under-eye area. Authentically sourced and independently curated by The Ski,"Water, Glycerin (Check packaging for full details)"
1017,PUREDERM,PUREDERM Collagen Eye Zone Mask (15 Pairs),Eye Masks,R123.99,—,$3.00,R43.40,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purederm-collagen-eye-zone-mask-15-pairs,"The Skin Boutique Curates: PUREDERM Collagen Eye Zone Mask (15 Pairs) A de-puffing, moisturizing, and refreshing solution for tired eyes. Authentically sourced and independently curated by The Skin Bo","Water, Glycerin (Check packaging for full details)"
1018,MEDIPEEL,MEDIPEEL Red Lacto Collagen Wrapping Mask (70ml),Face Mask,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medipeel-red-lacto-collagen-wrapping-mask-70ml,The Skin Boutique Curates: MEDIPEEL Red Lacto Collagen Wrapping Mask (70ml) Silicone-free brightening cream to fade dark spots and even skin tone. Authentically sourced and independently curated by Th,"Water, Glycerin, Dicaprylyl Ether, Hydrogenated Polydecene, Stearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Niacinamide, Tranexamic Acid(2.5%), Octyldodecanol, Pentaerythrityl Tetraethylhexanoate"
1019,Ishizawa,ISHIZAWA KEANA Nadeshiko Goodbye Pore Makeup Base (12g),Primer,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/ishizawa-keana-nadeshiko-goodbye-pore-makeup-base-12g-1,The Skin Boutique Curates: ISHIZAWA KEANA Nadeshiko Goodbye Pore Makeup Base (12g) For those who want natural poreless skin. Say goodbye to your pores with just one application! Authentically sourced ,"Dimethicone, Cyclopentasiloxane, (Dimethicone/Vinyl Dimethicone) Crosspolymer, Acrylates Crosspolymer, (Vinyl Dimethicone/Methicone Silsesquioxane) Crosspolymer, Trimethylsiloxysilicate, Isononyl Ison"
1020,FILLIMILLI,FILLIMILLI Heating Eyelash Curler (USB Type),Makeup Tools,R1405.21,—,$34.00,R491.82,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/fillimilli-heating-eyelash-curler-usb-type,The Skin Boutique Curates: FILLIMILLI Heating Eyelash Curler (USB Type) Perfect lash curl within 30 seconds. Authentically sourced and independently curated by The Skin Boutique — your trusted destina,"Water, Glycerin (Check packaging for full details)"
